wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
1243,5.8,0.32,0.31,2.7,0.049,25,153,3.44,0.73,12.2,0.99067,W,7
1244,7.3,0.67,0.05,3.6,0.107,6,20,3.4,0.63,10.1,0.9972,R,5
1245,5.7,0.4,0.35,5.1,0.026,17,113,3.18,0.67,12.4,0.99052,W,6
1246,8,0.24,0.36,1.5,0.047,17,129,3.2,0.54,10,0.9948,W,6
1247,6.6,0.22,0.53,15.1,0.052,22,136,2.94,0.35,9.4,0.9986,W,5
1248,6.6,0.26,0.31,4.8,0.138,41,168,3.2,0.38,9.3,0.9951,W,5
1249,11.9,0.38,0.49,2.7,0.098,12,42,3.16,0.61,10.3,1.0004,R,5
1250,5.8,0.36,0.38,0.9,0.037,3,75,3.28,0.34,11.4,0.9904,W,4
1251,9.2,0.92,0.24,2.6,0.087,12,93,3.48,0.54,9.8,0.9998,R,5
1252,7.7,0.61,0.18,2.4,0.083,6,20,3.29,0.6,10.2,0.9963,R,6
1253,6.3,0.2,0.58,1.4,0.204,15,97,3.16,0.43,10,0.9931,W,6
1254,6.6,0.28,0.41,7,0.046,59,194,3.14,0.48,9.4,0.99558,W,5
1255,7.7,0.27,0.34,1.8,0.028,26,168,2.99,0.48,12.1,0.9911,W,7
1256,8.2,0.31,0.4,2.2,0.058,6,10,3.31,0.68,11.2,0.99536,R,7
1257,5.8,0.24,0.26,10.05,0.039,63,162,3.33,0.5,11.2,0.99375,W,6
1258,6.5,0.24,0.28,1.1,0.034,26,83,3.25,0.33,12.3,0.98928,W,6
1259,6.2,0.2,0.26,1.7,0.093,40,161,3.44,0.66,11,0.9924,W,5
1260,7.7,0.3,0.23,2,0.068,28,138,3.11,0.62,9.8,0.99382,W,5
1261,6,0.28,0.24,17.8,0.047,42,111,3.1,0.45,8.9,0.99896,W,6
1262,8.8,0.33,0.41,5.9,0.073,7,13,3.3,0.62,12.1,0.99658,R,7
1263,6.9,0.13,0.28,13.3,0.05,47,132,3.34,0.42,10.1,0.99655,W,6
1264,6.9,0.28,0.37,9.1,0.037,16,76,3.05,0.54,11.1,0.9948,W,5
1265,6.3,0.48,0.04,1.1,0.046,30,99,3.24,0.36,9.6,0.9928,W,6
1266,6.5,0.39,0.23,8.3,0.051,28,91,3.44,0.55,12.1,0.9952,R,6
1267,6.4,0.31,0.5,5.8,0.038,42,111,3.18,0.53,11.9,0.99189,W,7
1268,8.1,0.26,0.37,1.9,0.072,48,159,3.37,0.7,10.9,0.9949,W,6
1269,6.6,0.39,0.49,1.7,0.07,23,149,3.12,0.5,11.5,0.9922,R,6
1270,8,0.43,0.36,2.3,0.075,10,48,3.34,0.46,9.4,0.9976,R,5
1271,7,0.17,0.33,4,0.034,17,127,3.19,0.39,10.6,0.9934,W,7
1272,8.2,0.28,0.6,3,0.104,10,22,3.39,0.68,10.6,0.99828,R,5
1273,7.6,0.31,0.49,3.95,0.044,27,131,3.08,0.67,12.8,0.9912,W,7
1274,6.3,0.18,0.22,1.5,0.043,45,155,3.19,0.48,10.2,0.99238,W,5
1275,7.5,0.18,0.45,4.6,0.041,67,158,3.01,0.38,10.6,0.9927,W,6
1276,7.1,0.36,0.4,1.95,0.033,26,118,3.2,0.45,13.5,0.98934,W,7
1277,12.3,0.39,0.63,2.3,0.091,6,18,3.16,0.49,9.5,1.0004,R,5
1278,7.3,0.28,0.42,1.2,0.033,29,142,3.17,0.43,10.7,0.99205,W,4
1279,6.5,0.18,0.31,1.7,0.044,30,127,3.49,0.5,10.2,0.9928,W,7
1280,7.6,0.48,0.33,7,0.024,14,130,3.25,0.45,12.5,0.9918,W,7
1281,7.8,0.15,0.24,7.7,0.047,21,98,2.94,0.31,9.6,0.9951,W,6
1282,8.3,0.56,0.22,2.4,0.082,10,86,3.37,0.62,9.5,0.9983,R,5
1283,9.8,0.66,0.39,3.2,0.083,21,59,3.37,0.71,11.5,0.9989,R,7
1284,10.1,0.935,0.22,3.4,0.105,11,86,3.43,0.64,11.3,1.001,R,4
1285,7.2,0.36,0.36,5.7,0.038,26,98,2.93,0.59,12.5,0.9914,W,7
1286,6.4,0.21,0.44,7.4,0.045,47,182,3.24,0.46,9.1,0.9957,W,5
1287,6.5,0.22,0.25,17.1,0.05,44,138,3.3,0.37,8.8,1.0001,W,5
1288,7.4,0.16,0.33,1.2,0.042,47,121,3.04,0.68,10.5,0.99198,W,7
1289,6.6,0.34,0.2,1,0.053,26,112,3.32,0.55,9.1,0.99336,W,5
1290,7,0.16,0.36,2.6,0.029,28,98,3.11,0.37,11.2,0.99126,W,7
1291,8.8,0.61,0.3,2.8,0.088,17,46,3.26,0.51,9.3,0.9976,R,4
1292,10.2,0.36,0.64,2.9,0.122,10,41,3.23,0.66,12.5,0.998,R,6
1293,8.1,0.27,0.41,1.45,0.033,11,63,2.99,0.56,12,0.9908,W,5
1294,9.1,0.22,0.24,2.1,0.078,1,28,3.41,0.87,10.3,0.999,R,6
1295,5,1.02,0.04,1.4,0.045,41,85,3.75,0.48,10.5,0.9938,R,4
1296,7.6,0.36,0.31,1.7,0.079,26,65,3.46,0.62,9.5,0.99716,R,6
1297,7.2,0.27,0.74,12.5,0.037,47,156,3.04,0.44,8.7,0.9981,W,5
1298,7.4,0.25,0.28,7.25,0.028,14,78,2.94,0.37,11.5,0.99238,W,7
1299,5.6,0.62,0.03,1.5,0.08,6,13,3.66,0.62,10.1,0.99498,R,4
1300,6.4,0.22,0.34,1.4,0.023,56,115,3.18,0.7,11.7,0.98958,W,6
1301,11.9,0.38,0.51,2,0.121,7,20,3.24,0.76,10.4,0.9996,R,6
1302,7,0.12,0.19,4.9,0.055,27,127,3.29,0.41,9.4,0.9953,W,5
1303,6.1,0.17,0.28,4.5,0.033,46,150,3.43,0.49,10.9,0.9933,W,6
1304,6.7,0.76,0.02,1.8,0.078,6,12,3.55,0.63,9.95,0.996,R,3
1305,8.3,0.39,0.7,10.6,0.045,33,169,3.09,0.57,9.4,0.9976,W,5
1306,5.2,0.285,0.29,5.15,0.035,64,138,3.19,0.34,12.4,0.9895,W,8
1307,10,0.31,0.47,2.6,0.085,14,33,3.36,0.8,10.5,0.99965,R,7
1308,6,0.28,0.34,1.6,0.119,33,104,3.19,0.38,10.2,0.9921,W,6
1309,6.5,0.52,0.11,1.8,0.073,13,38,3.34,0.52,9.3,0.9955,R,5
1310,7.5,0.38,0.29,4.9,0.021,38,113,3.08,0.48,13,0.99026,W,7
1311,9.6,0.655,0.21,2,0.039,21,120,3,1,12.6,0.99188,W,6
1312,7.2,0.14,0.35,1.2,0.036,15,73,3.46,0.39,9.9,0.9938,W,5
1313,7.7,0.43,0.25,2.6,0.073,29,63,3.37,0.58,10.5,0.99615,R,6
1314,7.6,0.15,0.35,4.3,0.051,23,98,3.1,0.44,9.5,0.99422,W,6
1315,5.9,0.28,0.39,1.4,0.031,47,147,3.08,0.64,12.9,0.98836,W,7
1316,5.6,0.295,0.2,2.2,0.049,18,134,3.21,0.68,10,0.99378,W,5
1317,6,0.2,0.26,14.7,0.045,53,125,2.99,0.69,9.4,0.998365,W,6
1318,11.9,0.58,0.58,1.9,0.071,5,18,3.09,0.63,10,0.998,R,6
1319,7,0.45,0.34,19.8,0.04,12,67,3.07,0.38,11,0.9976,W,6
1320,5.1,0.29,0.28,8.3,0.026,27,107,3.36,0.37,11,0.99308,W,6
1321,7.4,0.16,0.27,15.5,0.05,25,135,2.9,0.43,8.7,0.9984,W,7
1322,6.4,0.28,0.17,8.3,0.042,61,195,3.22,0.46,9.4,0.99577,W,5
1323,6.7,0.12,0.3,5.2,0.048,38,113,3.33,0.44,10.1,0.99352,W,7
1324,7.4,0.53,0.12,1.9,0.165,4,12,3.26,0.86,9.2,0.99702,R,5
1325,5.6,0.54,0.04,1.7,0.049,5,13,3.72,0.58,11.4,0.9942,R,5
1326,6.1,0.25,0.48,15.8,0.052,25,94,3.07,0.45,9.2,0.99782,W,6
1327,8.1,1.33,0,1.8,0.082,3,12,3.54,0.48,10.9,0.9964,R,5
1328,6.6,0.36,0.52,10.1,0.05,29,140,3.07,0.4,9.4,0.99628,W,5
1329,6.3,0.17,0.32,1,0.04,39,118,3.31,0.4,13.1,0.98886,W,8
1330,7.3,0.51,0.29,11.3,0.034,61,224,3.14,0.56,9.5,0.99683,W,6
1331,5.9,0.27,0.27,5,0.035,14,97,3.1,0.33,11.8,0.99058,W,7
1332,6.8,0.36,0.32,1.8,0.067,4,8,3.36,0.55,12.8,0.9928,R,7
1333,7.3,0.28,0.54,12.9,0.049,62,162.5,3.06,0.45,9.1,0.9984,W,6
1334,6.8,0.62,0.08,1.9,0.068,28,38,3.42,0.82,9.5,0.99651,R,6
1335,7.4,0.38,0.34,8.3,0.052,44,168,3.11,0.52,9.2,0.99627,W,5
1336,8.3,0.625,0.2,1.5,0.08,27,119,3.16,1.12,9.1,0.9972,R,4
1337,6.8,0.28,0.6,1.1,0.132,42,127,3.09,0.44,9.1,0.9934,W,6
1338,7,0.17,0.37,5.7,0.025,29,111,3.2,0.49,10.8,0.9938,W,6
1339,6.3,0.39,0.16,1.4,0.08,11,23,3.34,0.56,9.3,0.9955,R,5
1340,7.3,0.22,0.26,1.5,0.04,32,172,3.27,0.48,11.2,0.99194,W,6
1341,7.7,0.32,0.48,2.3,0.04,28,114,3.2,0.52,12.8,0.9911,W,7
1342,9.2,0.52,1,3.4,0.61,32,69,2.74,2,9.4,0.9996,R,4
1343,6,0.35,0.51,1.2,0.029,10,102,3.46,0.42,11.9,0.9903,W,6
1344,7.7,0.39,0.3,5.2,0.037,29,131,3.38,0.44,11,0.9943,W,6
1345,5.8,0.22,0.29,1.3,0.036,25,68,3.24,0.35,12.6,0.98865,W,6
1346,7.1,0.84,0.02,4.4,0.096,5,13,3.41,0.57,11,0.997,R,4
1347,6.8,0.19,0.32,7.6,0.049,37,107,3.12,0.44,10.7,0.99332,W,7
1348,8.9,0.24,0.33,15.75,0.035,16,132,3,0.37,12.1,0.996,W,6
1349,11.7,0.45,0.63,2.2,0.073,7,23,3.21,0.69,10.9,0.99974,R,6
1350,6.3,0.34,0.36,4.9,0.035,31,185,3.15,0.49,9.7,0.9946,W,5
1351,7.4,0.23,0.25,1.4,0.049,43,141,3.42,0.54,10.2,0.9934,W,7
1352,6.9,0.32,0.15,8.1,0.046,51,180,3.13,0.45,8.9,0.9958,W,5
1353,7,0.5,0.14,1.8,0.078,10,23,3.53,0.61,10.4,0.99636,R,5
1354,7.1,0.29,0.34,7.8,0.036,49,128,3.21,0.4,10.7,0.99397,W,6
1355,5.6,0.49,0.13,4.5,0.039,17,116,3.42,0.9,13.7,0.9907,W,7
1356,8.4,0.19,0.43,2.1,0.052,20,104,2.85,0.46,9.5,0.994,W,5
1357,6.4,0.34,0.1,1.1,0.048,19,84,3.21,0.38,9.8,0.9927,W,5
1358,7.3,0.34,0.3,9.4,0.057,34,178,3.15,0.44,10.4,0.99554,W,6
1359,7.8,0.64,0,1.9,0.072,27,55,3.31,0.63,11,0.9962,R,5
1360,6.7,0.18,0.3,6.4,0.048,40,251,3.29,0.52,10,0.9956,W,5
1361,7.6,0.27,0.33,2,0.059,19,175,3.22,0.56,9.9,0.9944,W,5
1362,7.1,0.17,0.4,14.55,0.047,47,156,3.34,0.78,9.1,0.99945,W,6
1363,5.9,0.24,0.3,2,0.033,28,92,3.39,0.69,10.9,0.99225,W,7
1364,5.8,0.15,0.49,1.1,0.048,21,98,3.19,0.48,9.2,0.9929,W,5
1365,6.8,0.11,0.27,8.6,0.044,45,104,3.2,0.37,9.9,0.99454,W,6
1366,10.8,0.29,0.42,1.6,0.084,19,27,3.28,0.73,11.9,0.99545,R,6
1367,4.9,0.33,0.31,1.2,0.016,39,150,3.33,0.59,14,0.98713,W,8
1368,7.6,0.39,0.46,11.7,0.084,55,170,2.91,0.51,9,0.99773,W,5
1369,5.4,0.18,0.24,4.8,0.041,30,113,3.42,0.4,9.4,0.99445,W,6
1370,7,0.44,0.24,12.1,0.056,68,210,3.05,0.5,9.5,0.99718,W,5
1371,8.3,0.54,0.28,1.9,0.077,11,40,3.39,0.61,10,0.9978,R,6
1372,6.5,0.29,0.25,10.6,0.039,32,120,3.31,0.34,10.1,0.9962,W,6
1373,6.2,0.21,0.27,1.7,0.038,41,150,3.49,0.71,10.5,0.9933,W,7
1374,6.8,0.53,0.35,3.8,0.034,26,109,3.26,0.57,12.7,0.9906,W,8
1375,6.1,0.33,0.3,3,0.036,30,124,3.31,0.4,13.1,0.98922,W,7
1376,6.6,0.21,0.36,0.8,0.034,48,113,3.24,0.68,10.5,0.99165,W,6
1377,5.9,0.26,0.27,18.2,0.048,52,168,3.35,0.44,9.4,0.9993,W,5
1378,7,0.32,0.24,6.2,0.048,31,228,3.23,0.62,9.4,0.9957,W,6
1379,12.2,0.45,0.49,1.4,0.075,3,6,3.13,0.63,10.4,0.9969,R,5
1380,9.2,0.28,0.41,1,0.042,14,59,2.96,0.25,10.5,0.9922,W,6
1381,7,0.34,0.39,6.9,0.066,43,162,3.11,0.53,9.5,0.99561,W,5
1382,7,0.31,0.52,1.7,0.029,5,61,3.07,0.43,10.4,0.9918,W,5
1383,5.8,0.29,0.26,1.7,0.063,3,11,3.39,0.54,13.5,0.9915,R,6
1384,6,0.43,0.34,7.6,0.045,25,118,3.03,0.37,11,0.99222,W,6
1385,7.6,0.19,0.41,1.1,0.04,38,143,2.92,0.42,11.4,0.9907,W,5
1386,7.7,0.42,0.31,9.2,0.048,22,221,3.06,0.61,9.2,0.9969,W,6
1387,7,0.655,0.16,2.1,0.074,8,25,3.37,0.55,9.7,0.99606,R,5
1388,5.6,0.66,0,2.5,0.066,7,15,3.52,0.58,12.9,0.99256,R,5
1389,5.1,0.25,0.36,1.3,0.035,40,78,3.23,0.64,12.1,0.9891,W,7
1390,6.2,0.23,0.38,1.6,0.044,12,113,3.3,0.73,11.4,0.99176,W,5
1391,7.4,0.31,0.26,8.6,0.048,47,206,3.26,0.36,9.1,0.9964,W,5
1392,9.6,0.33,0.52,2.2,0.074,13,25,3.36,0.76,12.4,0.99509,R,7
1393,6,0.25,0.4,5.7,0.052,56,152,3.16,0.88,10.5,0.99398,W,6
1394,7.3,0.4,0.28,6.5,0.037,26,97,3.16,0.58,12.6,0.99148,W,7
1395,7.1,0.47,0.24,6,0.044,11,77,3.21,0.56,9.7,0.9956,W,5
1396,6.2,0.3,0.33,3.5,0.037,37,155,3.18,0.37,12.4,0.98987,W,6
1397,7.9,0.69,0.21,2.1,0.08,33,141,3.25,0.51,9.9,0.9962,R,5
1398,5.6,0.2,0.36,2.5,0.048,16,125,3.49,0.49,10,0.99282,W,6
1399,7.5,0.63,0.12,5.1,0.111,50,110,3.26,0.77,9.4,0.9983,R,5
1400,7.2,0.37,0.15,2,0.029,27,87,3.3,0.59,12.6,0.9903,W,7
1401,6.4,0.22,0.38,9.1,0.044,35,127,2.97,0.3,11,0.99326,W,7
1402,7,0.31,0.26,7.4,0.069,28,160,3.13,0.46,9.8,0.9954,W,6
1403,6.8,0.29,0.32,1.8,0.032,18,130,3.05,0.62,11.2,0.99095,W,6
1404,7.7,0.56,0.08,2.5,0.114,14,46,3.24,0.66,9.6,0.9971,R,6
1405,5.6,0.12,0.33,2.9,0.044,21,73,3.17,0.32,12.9,0.98896,W,8
1406,7,0.17,0.37,1.5,0.028,26,75,3.3,0.46,10.8,0.9922,W,7
1407,11.5,0.59,0.59,2.6,0.087,13,49,3.18,0.65,11,0.9988,R,6
1408,7.6,0.27,0.29,2.5,0.059,37,115,3.09,0.37,9.8,0.99328,W,5
1409,7.8,0.3,0.29,16.85,0.054,23,135,3.16,0.38,9,0.9998,W,6
1410,7.3,0.22,0.49,9.4,0.034,29,134,2.99,0.32,11,0.9939,W,7
1411,7.6,0.39,0.32,3.6,0.035,22,93,3.08,0.6,12.5,0.99144,W,7
1412,6.7,0.18,0.37,1.3,0.027,42,125,3.24,0.37,12.8,0.98939,W,7
1413,6.3,0.27,0.25,5.8,0.038,52,155,3.28,0.38,9.4,0.995,W,6
1414,6.8,0.25,0.27,10.7,0.076,47,154,3.05,0.38,9,0.9967,W,5
1415,7,0.47,0.07,1.1,0.035,17,151,3.02,0.34,10.5,0.991,W,5
1416,6.6,0.33,0.41,2,0.027,14,79,3.27,0.63,12.4,0.99063,W,6
1417,6.8,0.18,0.28,9.8,0.039,29,113,3.11,0.45,10.9,0.99406,W,7
1418,12,0.38,0.56,2.1,0.093,6,24,3.14,0.71,10.9,0.99925,R,6
1419,7.5,0.3,0.71,1.3,0.16,44,149,3.08,0.42,8.9,0.9948,W,5
1420,7.1,0.22,0.33,2.8,0.033,48,153,3.15,0.38,12.7,0.9899,W,7
1421,7.7,0.26,0.34,6.4,0.05,36,163,3.19,0.7,11.5,0.9937,W,6
1422,6.9,0.22,0.32,5.8,0.041,20,119,3.17,0.55,11.2,0.99296,W,6
1423,7,0.21,0.34,8.5,0.033,31,253,3.22,0.56,10.5,0.9953,W,6
1424,8.2,0.18,0.31,11.8,0.039,96,249,3.07,0.52,9.5,0.9976,W,6
1425,7.2,0.17,0.28,17.55,0.05,33,154,2.94,0.43,9,0.99971,W,7
1426,7.2,0.39,0.54,1.4,0.157,34,132,3.11,0.53,9,0.99449,W,6
1427,7.2,0.38,0.38,2.8,0.068,23,42,3.34,0.72,12.9,0.99356,R,7
1428,7.4,0.19,0.3,12.8,0.053,48.5,229,3.14,0.49,9.1,0.9986,W,7
1429,9.2,0.58,0.2,3,0.081,15,115,3.23,0.59,9.5,0.998,R,5
1430,6.9,0.34,0.3,4.7,0.029,34,148,3.36,0.49,12.3,0.99165,W,7
1431,6.9,0.23,0.32,16.4,0.045,62,153,3.22,0.42,10.5,0.9972,W,5
1432,6.1,0.27,0.3,16.7,0.039,49,172,3.4,0.45,9.4,0.99985,W,5
1433,7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8.8,0.99807,W,8
1434,6,0.5,0,1.4,0.057,15,26,3.36,0.45,9.5,0.99448,R,5
1435,7.2,0.16,0.26,7.1,0.054,41,224,3.38,0.55,10.1,0.9966,W,5
1436,8,0.45,0.36,8.8,0.026,50,151,3.07,0.25,12.7,0.9927,W,8
1437,6.9,0.15,0.28,4.4,0.029,14,107,3.24,0.46,10.4,0.99347,W,8
1438,5.6,0.29,0.05,0.8,0.038,11,30,3.36,0.35,9.2,0.9924,W,5
1439,6,0.29,0.41,10.8,0.048,55,149,3.09,0.59,10.96666667,0.9937,W,7
1440,6.5,0.3,0.27,4,0.038,37,97,3.2,0.6,12.6,0.99026,W,8
1441,7.1,0.34,0.28,2,0.082,31,68,3.45,0.48,9.4,0.99694,R,5
1442,7.2,0.16,0.35,1.2,0.031,27,84,3.33,0.34,9.9,0.9928,W,5
1443,7.3,0.25,0.36,2.1,0.034,30,177,3.25,0.4,11.9,0.99085,W,8
1444,6.6,0.23,0.37,8.5,0.036,46,153,3.2,0.48,9.4,0.99576,W,6
1445,5.8,0.15,0.32,1.2,0.037,14,119,3.19,0.5,10.2,0.99137,W,6
1446,5.2,0.155,0.33,1.6,0.028,13,59,3.3,0.84,11.9,0.98975,W,8
1447,7.7,0.12,0.32,1.4,0.06,47,150,3.37,0.42,9.2,0.9952,W,6
1448,6.3,0.21,0.31,1.2,0.043,30,117,3.49,0.68,11,0.99158,W,6
1449,7,0.24,0.34,3,0.035,36,102,3.18,0.43,12.2,0.9905,W,6
1450,6,0.31,0.27,2.3,0.042,19,120,3.32,0.41,12.7,0.98952,W,7
1451,7.1,0.12,0.32,9.6,0.054,64,162,3.4,0.41,9.4,0.9962,W,5
1452,6.1,0.21,0.4,1.4,0.066,40.5,165,3.25,0.59,11.9,0.9912,R,6
1453,6.1,0.33,0.32,7.8,0.052,52,183,3.39,0.65,9.5,0.99657,W,5
1454,6.4,0.25,0.41,8.6,0.042,57,173,3,0.44,9.1,0.9965,W,5
1455,6.4,0.31,0.31,12.9,0.045,55,161,3.02,0.59,10.2,0.99546,W,5
1456,6.7,0.3,0.5,12.1,0.045,38,127,3.04,0.53,8.9,0.9974,W,6
1457,5.7,0.265,0.28,6.9,0.036,46,150,3.36,0.44,10.8,0.99299,W,7
1458,6.5,0.23,0.45,2.1,0.027,43,104,3.02,0.52,11.3,0.99054,W,6
1459,6.6,0.35,0.29,14.4,0.044,54,177,3.17,0.58,8.9,0.9991,W,6
1460,8.9,0.3,0.35,4.6,0.032,32,148,3.15,0.45,11.5,0.99458,W,7
1461,7.1,0.24,0.34,1.2,0.045,6,132,3.16,0.46,11.2,0.99132,W,4
1462,8.9,0.13,0.49,1,0.028,6,24,2.91,0.32,9.9,0.9926,W,5
1463,6.3,0.32,0.35,11.1,0.039,29,198,3.36,0.5,9.4,0.9984,W,7
1464,7.3,0.55,0.01,1.8,0.093,9,15,3.35,0.58,11,0.99514,R,7
1465,7.6,0.2,0.3,14.2,0.056,53,212.5,3.14,0.46,8.9,0.999,W,8
1466,8.3,0.6,0.13,2.6,0.085,6,24,3.31,0.59,9.2,0.9984,R,6
1467,6.7,0.34,0.26,1.9,0.038,58,138,3,0.47,12.2,0.9893,W,7
1468,6.7,0.24,0.35,13.1,0.05,64,205,3.15,0.5,9.5,0.997,W,5
1469,8.4,0.745,0.11,1.9,0.09,16,63,3.19,0.82,9.6,0.9965,R,5
1470,6.8,0.37,0.51,11.8,0.044,62,163,3.19,0.44,8.8,0.9976,W,5
1471,7.3,0.21,0.21,1.6,0.046,35,133,3.38,0.46,10,0.99466,W,6
1472,6.4,0.28,0.44,7.1,0.048,49,179,3.15,0.48,9.2,0.99528,W,5
1473,7,0.56,0.17,1.7,0.065,15,24,3.44,0.68,10.55,0.99514,R,7
1474,6.15,0.21,0.37,3.2,0.021,20,80,3.39,0.47,12,0.99076,W,5
1475,10,0.48,0.24,2.7,0.102,13,32,3.28,0.56,10,1,R,6
1476,6.2,0.65,0.06,1.6,0.05,6,18,3.57,0.54,11.95,0.99348,R,5
1477,7.2,0.2,0.22,1.6,0.044,17,101,3.37,0.53,10,0.99471,W,5
1478,7.9,0.33,0.28,31.6,0.053,35,176,3.15,0.38,8.8,1.0103,W,6
1479,8.2,0.26,0.33,2.6,0.053,11,71,2.89,0.49,9.5,0.99402,W,5
1480,5.6,0.225,0.24,9.8,0.054,59,140,3.17,0.39,10.2,0.99545,W,6
1481,7,0.6,0.3,4.5,0.068,20,110,3.3,1.17,10.2,0.99914,R,5
1482,8.4,0.35,0.71,12.2,0.046,22,160,2.98,0.65,9.4,0.9982,W,5
1483,6.7,0.43,0.23,5,0.157,49,145,3.17,0.49,9.4,0.99471,W,5
1484,7.6,0.345,0.26,1.9,0.043,15,134,3.08,0.38,9.5,0.9936,W,5
1485,7,0.21,0.22,5.1,0.048,38,168,3.34,0.49,10.4,0.9945,W,6
1486,6.6,0.61,0.01,1.9,0.08,8,25,3.69,0.73,10.5,0.99746,R,5
1487,6.8,0.61,0.2,1.8,0.077,11,65,3.54,0.58,9.3,0.9971,R,5
1488,6.4,0.32,0.5,10.7,0.047,57,206,3.08,0.6,9.4,0.9968,W,5
1489,7.7,0.24,0.29,15.3,0.044,39,194,3.06,0.47,9.6,0.9982,W,7
1490,5.8,0.28,0.35,2.3,0.053,36,114,3.28,0.5,10.2,0.9924,W,4
1491,6.7,0.41,0.24,5.4,0.035,33,115,3.12,0.44,12.89333333,0.9901,W,7
1492,7.4,0.41,0.66,10.8,0.051,77,194,3.05,0.46,8.7,0.9976,W,5
1493,8.3,0.21,0.49,19.8,0.054,50,231,2.99,0.54,9.2,1.0012,W,5
1494,7.7,0.3,0.42,14.3,0.045,45,213,3.18,0.63,9.2,0.9991,W,5
1495,6.3,0.39,0.08,1.7,0.066,3,20,3.34,0.58,9.4,0.9954,R,5
1496,10,0.49,0.2,11,0.071,13,50,3.16,0.69,9.2,1.0015,R,6
1497,7.3,0.34,0.33,2.5,0.064,21,37,3.35,0.77,12.1,0.9952,R,7
1498,7.4,0.29,0.25,3.8,0.044,30,114,3.11,0.4,11,0.992,W,6
1499,5.7,0.23,0.28,9.65,0.025,26,121,3.28,0.38,11.3,0.9925,W,6
1500,7.1,0.18,0.32,12.2,0.048,36,125,2.92,0.54,9.4,0.9967,W,6
1501,5.6,0.175,0.29,0.8,0.043,20,67,3.28,0.48,9.9,0.99112,W,6
1502,5.7,0.41,0.21,1.9,0.048,30,112,3.29,0.55,11.2,0.99138,W,6
1503,7.3,0.22,0.37,14.3,0.063,48,191,2.89,0.38,9,0.9978,W,6
1504,6.5,0.115,0.29,1.95,0.038,73,166,3.12,0.25,12.9,0.989,W,7
1505,7.1,0.27,0.24,12.6,0.044,48,118,3.04,0.56,10,0.99726,W,7
1506,7,0.22,0.39,2.1,0.055,39,198,3.52,0.54,10.2,0.9951,W,6
1507,6.3,0.35,0.3,5.7,0.035,8,97,3.27,0.41,11,0.9927,W,7
1508,8.1,0.26,0.3,7.8,0.049,39,152,2.99,0.58,10,0.9954,W,6
1509,8.2,0.27,0.43,1.6,0.035,31,128,3.1,0.5,12.3,0.9916,W,6
1510,8,0.3,0.49,9.4,0.046,47,188,3.14,0.48,10,0.9964,W,5
1511,7.7,0.935,0.43,2.2,0.114,22,114,3.25,0.73,9.2,0.997,R,5
1512,6.5,0.23,0.2,7.5,0.05,44,179,3.18,0.48,9.533333333,0.99504,W,5
1513,6.4,0.38,0.24,7.2,0.047,41,151,3.11,0.6,9.2,0.99604,W,5
1514,7.3,0.34,0.22,1.4,0.044,43,176,3.14,0.46,9.9,0.99286,W,5
1515,5.3,0.3,0.16,4.2,0.029,37,100,3.3,0.36,11.8,0.9905,W,8
1516,5.3,0.21,0.29,0.7,0.028,11,66,3.3,0.4,9.8,0.99215,W,5
1517,5.9,0.37,0.1,1.6,0.057,39,128,3.24,0.48,10.1,0.9924,W,5
1518,6.6,0.34,0.25,4.8,0.038,16,121,3.36,0.71,12.6,0.99198,W,6
1519,6.4,0.26,0.21,8.2,0.05,51,182,3.23,0.48,9.5,0.99542,W,5
1520,8.1,0.12,0.38,0.9,0.034,36,86,2.8,0.55,12,0.99026,W,6
1521,5.9,0.655,0,5.6,0.033,8,31,3.32,0.51,10.5,0.9936,W,4
1522,8.7,0.69,0,3.2,0.084,13,33,3.36,0.45,9.4,0.9992,R,5
1523,9.2,0.53,0.24,2.6,0.078,28,139,3.21,0.57,9.5,0.99788,R,5
1524,7.4,0.22,0.28,9,0.046,22,121,3.1,0.55,10.8,0.99468,W,5
1525,8.1,0.73,0,2.5,0.081,12,24,3.38,0.46,9.6,0.99798,R,4
1526,5,0.27,0.4,1.2,0.076,42,124,3.32,0.47,10.1,0.99204,W,6
1527,7.9,0.5,0.33,2,0.084,15,143,3.2,0.55,9.5,0.9968,R,5
1528,6.5,0.22,0.45,8,0.053,52,196,3.23,0.48,9.1,0.9959,W,6
1529,8.1,0.38,0.48,1.8,0.157,5,17,3.3,1.05,9.4,0.9976,R,5
1530,7.3,0.24,0.34,7.5,0.048,29,152,3.1,0.54,9,0.9962,W,5
1531,8,0.27,0.33,1.2,0.05,41,103,3,0.45,12.4,0.99002,W,6
1532,6.8,0.34,0.69,1.3,0.058,12,171,3.06,0.47,9.7,0.9931,W,5
1533,6.6,0.34,0.24,3.3,0.034,29,99,3.1,0.4,12.3,0.99031,W,7
1534,6.3,0.24,0.55,8.1,0.04,67,216,3.24,0.5,9.2,0.99596,W,5
1535,11.1,0.42,0.47,2.65,0.085,9,34,3.24,0.77,12.1,0.99736,R,7
1536,5.8,0.38,0.26,1.1,0.058,20,140,3.27,0.43,9.7,0.99271,W,6
1537,6.2,0.37,0.3,6.6,0.346,79,200,3.29,0.58,9.6,0.9954,W,5
